id_activity;title;authors;source;publication_date;pmid;impact_factor;clinic;pdc;colab_inter;colab_intra_crti;id_choice
195;Contribution of Fc? receptors to human respiratorysyncytial virus pathogenesis and the impairment of T-cell activation by dendriticcells;Gómez RS, Ramirez BA, Céspedes PF, Cautivo KM, Riquelme SA, Prado CE,González PA, Kalergis AM;Immunology;01/01/16;26451966;4.147;false;true;true;false;1
196;Modulation of antigen processing byhaem-oxygenase 1 Implications on inflammation and tolerance;Riquelme SA, Carreño LJ, Espinoza JA, Mackern-Oberti JP, Alvarez-Lobos MM,Riedel CA, Bueno SM, Kalergis AM;Immunology;01/01/16;26938875;4.147;false;true;false;false;1
197;Human neonatal hepatocyte transplantation induces long-termrescue of unconjugated hyperbilirubinemia in the Gunn rat;Tolosa L, López S, Pareja E, Donato MT, Myara A, Nguyen TH, Castell JV,Gómez-Lechón MJ;LIVER TRANSPLANT;01/01/15;25821167;4.159;false;false;false;false;1
198;Improving hepatocyte engraftment following hepatocyte transplantationusing repeated reversible portal vein embolization in rats;Gaillard M, Tranchart H, Lainas P, Trassard O, Remy S, Dubart-Kupperschmitt A,Dagher I;LIVER TRANSPLANT;01/01/18;30358068;4.159;false;false;false;false;1
199;Maternal Protein Restriction in Rats Alters the Expression of Genes Involved in Mitochondrial Metabolism and Epitranscriptomics in Fetal Hypothalamus.;"Frapin M, Guignard S, Meistermann D, Grit I, Moullé VS, Paillé V, Parnet P,
Amarger V.";Nutrients;01/01/20;32438566;4.171;false;false;false;false;1
200;Genetic Restoration of Heme Oxygenase-1 Expression Protects from Type 1 Diabetes in NOD Mice;Pogu J, Tzima S, Kollias G, Anegon I, Blancou P, Simon T;INT J MOL SCI;01/01/19;30987262;4.183;false;true;false;false;1
201;MD1003 (High-Dose Pharmaceutical-Grade Biotin) for the Treatment of ChronicVisual Loss Related to Optic Neuritis in Multiple Sclerosis: A Randomized,Double-Blind, Placebo-Controlled Study;Tourbah A, Gout O, Vighetto A, Deburghgraeve V, Pelletier J, Papeix C,Lebrun-Frenay C, Labauge P, Brassat D, Toosy A, Laplaud DA, Outteryck O, MoreauT, Debouverie M, Clavelou P, Heinzlef O, De Sèze J, Defer G, Sedel F, Arndt C;CNS Drugs;01/01/18;29808469;4.192;true;false;true;false;1
202;Comparison of graft and patient survival according to thetransplantation centre policy for 1-year screening biopsy among stable kidneyrecipients: a propensity score-based study;Couvrat-Desvergnes G, Foucher Y, Le Borgne F, Dion A, Mourad G, Garrigue V,Legendre C, Rostaing L, Kamar N, Kessler M, Ladrière M, Morelon E, Buron F, GiralM, Dantan E;NEPHROL DIAL TRANSPL;01/01/18;30060106;4.198;false;true;false;false;1
203;Lackof impact of pre-emptive deceased-donor kidney transplantation on graft outcomes:a propensity score-based study;Foucher Y, Le Borgne F, Legendre C, Morelon E, Buron F, Girerd S, Ladrière M, Mourad G, Garrigue V, Glotz D, Lefaucheur C, Cassuto E, Albano L, Giral M;NEPHROL DIAL TRANSPL;01/01/18;30325453;4.198;false;true;false;false;1
204;"Dynamic predictions of long-term kidney
graft failure: an information tool promoting patient-centred care";"Fournier MC, Foucher Y, Blanche P, Legendre C, Girerd S, Ladrière M, Morelon
E, Buron F, Rostaing L, Kamar N, Mourad G, Garrigue V, Couvrat-Desvergnes G,
Giral M, Dantan E; DIVAT Consortium";NEPHROL DIAL TRANSPL;01/01/19;30859193;4.198;false;true;true;false;1
205;The DESCARTES-Nantes survey of kidney transplant recipients displaying clinical operational tolerance identifies35 new tolerant patients and 34 almost tolerant patients;Massart A, Pallier A, Pascual J, Viklicky O, Budde K, Spasovski G, Klinger M,Sever MS, Sørensen SS, Hadaya K, Oberbauer R, Dudley C, De Fijter JW, Yussim A,Hazzan M, Wekerle T, Berglund D, De Biase C, Pérez-Sáez MJ, Mühlfeld A, OrlandoG, Clemente K, Lai Q, Pisani F, Kandus A, Baas M, Bemelman F, Ponikvar JB, MazouzH, Stratta P, Subra JF, Villemain F, Hoitsma A, Braun L, Cantarell MC, Colak H,Courtney A, Frasca GM, Howse M, Naesens M, Reischig T, Serón D, Seyahi N, Tugmen C, Alonso Hernandez A, Be?a L, Biancone L, Cuna V, Díaz-Corte C, Dufay A,Gaasbeek A, Garnier A, Gatault P, Gentil Govantes MA, Glowacki F, Gross O,Hurault de Ligny B, Huynh-Do U, Janbon B, Jiménez Del Cerro LA, Keller F, LaManna G, Lauzurica R, Le Monies De Sagazan H, Thaiss F, Legendre C, Martin S,Moal MC, Noël C, Pillebout E, Piredda GB, Puga AR, Sulowicz W, Tuglular S,Prokopova M, Chesneau M, Le Moine A, Guérif P, Soulillou JP, Abramowicz M, Giral M, Racapé J, Maggiore U, Brouard S, Abramowicz D;NEPHROL DIAL TRANSPL;01/01/16;26763669;4.198;false;true;true;false;1
206;Value of biomarkers for predicting immunoglobulin A vasculitisnephritis outcome in an adult prospective cohort;"Berthelot L, Jamin A, Viglietti D, Chemouny JM, Ayari H, Pierre M, Housset P, Sauvaget V, Hurtado-Nedelec M, Vrtovsnik F, Daugas E; HSPrognosis Group, MonteiroRC, Pillebout E";NEPHROL DIAL TRANSPL;01/01/17;29126311;4.198;false;true;false;false;1
207;"Understanding and managing hypercalciuria
in adults with nephrolithiasis: keys for nephrologists";Figueres L, Hourmant M, Lemoine S;NEPHROL DIAL TRANSPL;01/01/19;31219589;4.198;true;false;false;false;2
208;"Additional Insights into Hypericum perforatum Content: Isolation, Total
Synthesis, and Absolute Configuration of Hyperbiphenyls A and B from
Immunomodulatory Root Extracts";"Bréard D, Viault G, Mezier MC, Pagie S, Bruguière A, Richomme P, Charreau B,
Derbré S";J Nat Prod;01/01/18;30024167;4.257;false;false;false;false;1
209;Lepidotol A from Mesua lepidota Inhibits Inflammatory and ImmuneMediators in Human Endothelial Cells;Rouger C, Derbré S, Charreau B, Pabois A, Cauchy T, Litaudon M, Awang K,Richomme P;J Nat Prod;01/01/15;26301802;4.257;false;false;true;false;1
210;Pharmacological Induction of Heme Oxygenase-1 Impairs Nuclear Accumulation ofHerpes Simplex Virus Capsids upon Infection;Ibáñez FJ, Farías MA, Retamal-Díaz A, Espinoza JA, Kalergis AM, González PA;Front Microbiol;01/01/17;29163402;4.259;false;false;true;false;1
211;Extracellular hemoglobincombined with an O(2) -generating material overcomes O(2) limitation in thebioartificial pancreas;Mouré A, Bacou E, Bosch S, Jegou D, Salama A, Riochet D, Gauthier O, BlanchoG, Soulillou JP, Poncelet D, Olmos E, Bach JM, Mosser M;Biotechnol Bioeng;01/01/18;30593660;4.26;false;false;false;true;1
212;Deciphering the role ofTRIB1 in regulatory T-cells;Danger R, Dugast E, Braza F, Conchon S, Brouard S;BIOCHEM SOC T;01/01/15;26517926;4.291;false;true;false;false;2
213;Severe Symptomatic PrimaryHuman Cytomegalovirus Infection despite Effective Innate and Adaptive ImmuneResponses;Riou R, Bressollette-Bodin C, Boutoille D, Gagne K, Rodallec A, Lefebvre M,Raffi F, Senitzer D, Imbert-Marcille BM, Retière C;J Virol;01/01/17;28031361;4.324;false;false;false;false;1
214;"Comparison of Human and
Experimental Pulmonary Veno-Occlusive Disease. ";"Manaud G, Nossent EJ, Lambert M, Ghigna MR, Boët A, Vinhas MC, Ranchoux B,
Dumas SJ, Courboulin A, Girerd B, Soubrier F, Bignard J, Claude O, Lecerf F,
Hautefort A, Florio M, Sun B, Nadaud S, Verleden SE, Remy S, Anegon I, Bogaard
HJ, Mercier O, Fadel E, Simonneau G, Vonk Noordegraaf A, Grünberg K, Humbert M,
Montani D, Dorfmüller P, Antigny F, Perros F";AM J RESP CELL MOL;01/01/20;32209028;4.34;false;false;true;false;1
215;"Unprecedented Thiacalixarene
Fucoclusters as Strong Inhibitors of Ebola cis-Cell Infection and HCMV-gB
Glycoprotein/DC-SIGN C-type Lectin Interaction";"Taouai M, Porkolab V, Chakroun K, Cheneau C, Luczkowiak J, Abidi R, Lesur D,
Cragg PJ, Halary F, Delgado R, Fieschi F, Benazza M";BIOCONJUGATE CHEM;01/01/19;30912645;4.349;false;true;false;false;1
216;"Development and application of a transcriptional sensor for
detection of heterologous acrylic acid production in E coli";"Raghavan SS, Chee S, Li J, Poschmann J, Nagarajan N, Jia Wei S, Verma CS,
Ghadessy FJ";Microb Cell Fact;01/01/19;31426802;4.402;false;false;true;false;1
217;High-AccuracyHLA Type Inference from Whole-Genome Sequencing Data Using Population ReferenceGraphs;Dilthey AT, Gourraud PA, Mentzer AJ, Cereb N, Iqbal Z, McVean G;PLoS Comput Biol;01/01/16;27792722;4.428;false;false;true;false;1
218;Design and characterization of a chitosan-enriched fibrin hydrogel for human dental pulp regeneration;Ducret M, Montembault A, Josse J, Pasdeloup M, Celle A, Benchrih R, Mallein-Gerin F, Alliot-Licht B, David L, Farges J-C. ;Dent Mater;01/01/19;30712823;4.44;false;false;false;true;1
219;Integrated structure- and ligand-based in silicoapproach to predict inhibition of cytochrome P450 2D6;Martiny VY, Carbonell P, Chevillard F, Moroy G, Nicot AB, Vayer P,Villoutreix BO, Miteva MA;Bioinformatics;01/01/15;26315915;4.531;false;false;true;false;1
220;"Easy-HLA, a validated web application suite to 
reveal the full details of HLA typing";"Geffard E, Limou S, Walencik A, Daya M, Watson H, Torgerson D, Barnes KC,
Gautier AC, Gourraud PA, Vince N";Bioinformatics;01/01/19;31750874;4.531;false;true;true;true;1
221;Hepatic lentiviral gene transfer prevents thelong-term onset of hepatic tumours of glycogen storage disease type 1a in mice;Clar J, Mutel E, Gri B, Creneguy A, Stefanutti A, Gaillard S, Ferry N, Beuf O,Mithieux G, Nguyen TH, Rajas F;Hum Mol Genet;01/01/15;25561689;4.544;false;false;false;false;1
222;Genome-wide DNA methylation profiling identifies convergent molecular signatures associated with idiopathic and syndromic autism in post-mortem human brain tissue;"Wong CCY, Smith RG, Hannon E, Ramaswami G, Parikshak NN, Assary E, Troakes C, 
Poschmann J, Schalkwyk LC, Sun W, Prabhakar S, Geschwind DH, Mill J";Hum Mol Genet;01/01/19;31220268;4.544;false;false;true;false;1
223;estational Hypothyroxinemia Affects Glutamatergic Synaptic Protein Distribution and Neuronal Plasticity Through Neuron-Astrocyte Interplay;Cisternas P, Louveau A, Bueno SM, Kalergis AM, Boudin H, Riedel CA;Mol Neurobiol;01/01/16;26687181;4.586;false;false;true;false;1
224;"Selective Costimulation
Blockade With Antagonist Anti-CD28 Therapeutics in Transplantation";Vanhove B, Poirier N, Soulillou JP, Blancho G;Transplantation;01/01/19;30951014;4.593;false;true;false;true;1
225;"Induction therapy in elderly kidney transplant recipients with low
immunological risk";"Masset C, Boucquemont J, Garandeau C, Buron F, Morelon E, Girerd S, Ladrière
M, Mourad G, Garrigue V, Cassuto E, Albano L, Foucher Y, Dantal J; DIVAT
Consortium";Transplantation;01/01/19;31283665;4.593;false;true;false;false;1
226;External Validation of the DynPG for Kidney Transplant Recipients.;"Lenain R, Dantan E, Giral M, Foucher Y, Asar Ö, Naesens M, Hazzan M, Fournier 
MC.";Transplantation;01/01/20;32108750;4.593;false;true;true;false;1
227;The Medawar Prize Acceptance Speech 2016;Soulillou JP;Transplantation;01/01/16;27820778;4.593;false;true;false;false;3
228;Anti-Gal and anti-Neu5Gc responses innonimmunosuppressed patients following treatment with rabbit anti-thymocytepolyclonal IgGs;Salama A, Evanno G, Lim N, Rousse J, Le Berre L, Nicot A, Brouard S, HarrisKM, Ehlers MR, Gitelman SE, Soulillou JP;Transplantation;01/01/17;28198767;4.593;false;true;true;false;1
229;Differential modulation of donor-specific antibodiesafter B-cell depleting therapies to cure chronic antibody mediated rejection;Touzot M, Couvrat-Desvergnes G, Castagnet S, Cesbron A, Renaudin K,Cantarovich D, Giral M;Transplantation;01/01/15;25029384;4.593;false;true;false;false;1
230;"23rd NantesActualités Transplantation: ""Genomics and Immunogenetics of Kidney andInflammatory Diseases - Lessons for Transplantation""";Vince N, Poschmann J, Josien R, Anegon I, Limou S, Gourraud PA;Transplantation;01/01/19;30399125;4.593;false;true;false;true;3
231;New humanized mouse model of bronchiolitis obliterans syndrome;Anegon I;Transplantation;01/01/15;25695785;4.593;false;true;false;false;3
232;Efficacy of Myeloid Derived Suppressor Cells on TransplantSurvival;Guillonneau C;Transplantation;01/01/15;26270450;4.593;false;true;false;false;3
233;Infectious Diseases in Transplantation--Report of the20th Nantes Actualités Transplantation Meeting;Haspot F, Halary FA;Transplantation;01/01/15;26627674;4.593;false;true;false;true;3
234;Comparative Study of the Immunoregulatory Capacity of In Vitro Generated Tolerogenic Dendritic Cells,Suppressor Macrophages, and Myeloid-Derived Suppressor Cells;Carretero-Iglesia L, Bouchet-Delbos L, Louvet C, Drujont L, Segovia M, MerieauE, Chiffoleau E, Josien R, Hill M, Cuturi MC, Moreau A;Transplantation;01/01/16;27653226;4.593;false;true;false;false;1
235;PreclinicalTesting of Antihuman CD28 Fab' Antibody in a Novel Nonhuman Primate Small Animal Rodent Model of Xenogenic Graft-Versus-Host Disease;Hippen KL, Watkins B, Tkachev V, Lemire AM, Lehnen C, Riddle MJ, Singh K,Panoskaltsis-Mortari A, Vanhove B, Tolar J, Kean LS, Blazar BR;Transplantation;01/01/16;27861291;4.593;false;false;true;false;1
236;"21st Nantes Actualités Transplantation: ""When Stem Cells Meet Immunology""";Anegon I, Nguyen TH;Transplantation;01/01/17;27653295;4.593;false;true;false;false;3
237;Improved Analyses of CD8+ T CellSpecificities Using Multimers of Peptide MHC Complexes Coupled to DNA Barcodes;Guillonneau C, David L, Anegon I;Transplantation;01/01/17;28118315;4.593;false;true;false;false;3
238;DHRS9 Is a Stable Marker of Human RegulatoryMacrophages;Riquelme P, Amodio G, Macedo C, Moreau A, Obermajer N, Brochhausen C, AhrensN, Kekarainen T, Fändrich F, Cuturi C, Gregori S, Metes D, Schlitt HJ, ThomsonAW, Geissler EK, Hutchinson JA;Transplantation;01/01/17;28594751;4.593;false;false;true;false;1
239;A New Marker for Regulatory Macrophages;Anegon I;Transplantation;01/01/17;28650423;4.593;false;true;false;false;3
240;Generation ofimmunodeficient rats with Rag1 and Il2rg gene deletions and human tissue graftingmodels;Ménoret S, Ouisse LH, Tesson L, Delbos F, Garnier D, Remy S, Usal C, ConcordetJP, Giovannangeli C, Chenouard V, Brusselle L, Merieau E, Nerrière-Daguin V,Duteille F, Bellier-Waast F, Fraichard A, Nguyen TH, Anegon I;Transplantation;01/01/18;29688994;4.593;false;true;false;false;1
241;Advances on CD8+ Treg Cells and TheirPotential in Transplantation;Bézie S, Anegon I, Guillonneau C;Transplantation;01/01/18;29688996;4.593;false;true;false;false;2
242;"In vivo analysis of human immune
responses in immunodeficient rats";"Ménoret S, Ouisse LH, Tesson L, Remy S, Usal C, Guiffes A, Chenouard V, Royer 
PJ, Evanno G, Vanhove B, Piaggio E, Anegon I";Transplantation;01/01/19;31764762;4.593;false;true;false;true;1
243;"Successful percutaneous thrombolysis and aspiration thrombectomy for graft
salvage after pancreas transplant venous thrombosis";David A, Frampas E, Perret C, Douane F, Cantarovich D, Karam G, Branchereau J;Transplantation;01/01/19;"
31335782";4.593;true;true;false;false;1
244;"Humanization of
Immunodeficient Animals for the Modeling of Transplantation, Graft Versus Host
Disease and Regenerative Medicine.";Adigbli G, Ménoret S, Cross AR, Hester J, Issa F, Anegon I.;Transplantation;01/01/20;32068660;4.593;false;false;true;false;1
245;Human serum and platelet lysate areappropriate xeno-free alternatives for clinical-grade production of human MuStem cell batches;Saury C, Lardenois A, Schleder C, Leroux I, Lieubeau B, David L, Charrier M,Guével L, Viau S, Delorme B, Rouger K;Stem Cell Res Ther;01/01/18;29720259;4.627;false;false;false;false;1
246;"Low-density lipoprotein receptor-deficient hepatocytes
differentiated from induced pluripotent stem cells allow familial
hypercholesterolemia modeling, CRISPR/Cas-mediated genetic correction, and
productive hepatitis C virus infection";"Caron J, Pène V, Tolosa L, Villaret M, Luce E, Fourrier A, Heslan JM, Saheb S,
Bruckert E, Gómez-Lechón MJ, Nguyen TH, Rosenberg AR, Weber A,
Dubart-Kupperschmitt A";Stem Cell Res Ther;01/01/19;31358055;4.627;false;false;false;false;1
247;A Rapid and Cost-Effective Method for GenotypingGenome-Edited Animals: A Heteroduplex Mobility Assay Using Microfluidic CapillaryElectrophoresis;Chenouard V, Brusselle L, Heslan JM, Remy S, Ménoret S, Usal C, Ouisse LH,NGuyen TH, Anegon I, Tesson L;J Genet Genomics;01/01/16;27209567;4.65;false;true;false;false;1
248;Generation of a Double KO Mouse by Simultaneous Targeting of the Neighboring Genes Tmem176a and Tmem176bUsing CRISPR/Cas9: Key Steps from Design to Genotyping;Lemoine A, Chauveau-Le Friec G, Langa F, Louvet C;J Genet Genomics;01/01/16;27234594;4.65;false;true;false;false;1
249;Expanded CD8 T-cell sharing between periphery and CNS in multiple sclerosis;Salou M, Garcia A, Michel L, Gainche-Salmon A, Loussouarn D, Nicol B, Guillot F, Hulin P, Nedellec S, Baron D, Ramstein G, Soulillou JP, Brouard S, Nicot AB,Degauque N, Laplaud DA;ANN CLIN TRANSL NEUR;01/01/15;26125037;4.656;false;true;false;false;1
250;Novel MS vital sign: multi-sensor captures upper and lower limb dysfunction;Akhbardeh A, Arjona JK, Krysko KM, Nourbakhsh B, Gourraud PA, Graves JS;"Ann Clin
Transl Neurol";01/01/20;32101388;4.656;false;false;true;false;1
251;Local control of thehost immune response performed with mesenchymal stem cells: perspectives forfunctional intracerebral xenotransplantation;Lévêque X, Mathieux E, Nerrière-Daguin V, Thinard R, Kermarrec L, Durand T,Haudebourg T, Vanhove B, Lescaudron L, Neveu I, Naveilhan P;J Cell Mol Med;01/01/15;25310920;4.658;false;false;false;false;2
252;Impactof pre-transplant diffusion lung capacity for nitric oxide (DLNO) and ofDLNO/pre-transplant diffusion lung capacity for carbon monoxide (DLNO/DLCO) ratioon pulmonary outcomes in adults receiving allogeneic stem cell transplantationfor hematological diseases;Le Bourgeois A, Malard F, Chevallier P, Urbistandoy G, Guillaume T, Delaunay J, Peterlin P, Lemarchand P, Germaud P, Mohty M, Moreau P, Chambellan A;BONE MARROW TRANSPL;01/01/16;26595083;4.674;false;false;false;false;1
253;Deconditioning, fatigue and impaired quality of life in long-term survivors after allogeneic hematopoietic stem cell transplantation;Dirou S, Chambellan A, Chevallier P, Germaud P, Lamirault G, Gourraud P-A, Perrot B, Delasalle B, Forestier B, Guillaume T, Peterlin P, Garnier A, Magnan A, Blanc F-X, Lemarchand P. ;Bone Marrow Transplant;01/01/18;29269801;4.674;true;false;false;false;1
254;Immune monitoring in renal transplantation:The search for biomarkers;Danger R, Sawitzki B, Brouard S;Eur J Immunol;01/01/16;27861809;4.695;false;true;true;false;2
255;Human metapneumovirus infection activates the TSLP pathwaythat drives excessive pulmonary inflammation and viral replication in mice;Lay MK, Céspedes PF, Palavecino CE, León MA, Díaz RA, Salazar FJ, Méndez GP, Bueno SM, Kalergis AM;Eur J Immunol;01/01/15;25763996;4.695;false;true;true;false;1
256;Carbon monoxide impairsmitochondria-dependent endosomal maturation and antigen presentation in dendriticcells;Riquelme SA, Pogu J, Anegon I, Bueno SM, Kalergis AM;Eur J Immunol;01/01/15;26461179;4.695;false;true;false;true;1
257;Prevention of lupus nephritis development in NZB/NZW mice byselective blockade of CD28;Laurent L, Le Fur A, Bloas RL, Néel M, Mary C, Moreau A, Poirier N, Vanhove B,Fakhouri F;Eur J Immunol;01/01/17;28631301;4.695;false;true;false;false;1
258;Blood Gene Expression Predicts Bronchiolitis Obliterans Syndrome;"Danger R, Royer PJ, Reboulleau D, Durand E, Loy J, Tissot A, Lacoste P, RouxA, Reynaud-Gaubert M, Gomez C, Kessler R, Mussot S, Dromer C, Brugière O, Mornex JF, Guillemain R, Dahan M, Knoop C, Botturi K, Foureau A, Pison C, Koutsokera A, Nicod LP, Brouard S, Magnan A; COLT and SysCLAD Consortia";Front Immunol;01/01/18;29375549;4.716;false;true;true;false;1
259;Regulation of the Immune Response by theInflammatory Metabolic Microenvironment in the Context of Allotransplantation;Degauque N, Brosseau C, Brouard S;Front Immunol;01/01/18;29988548;4.716;false;true;false;false;2
260;CD9 Tetraspanin: A New Pathway forthe Regulation of Inflammation?;Brosseau C, Colas L, Magnan A, Brouard S;Front Immunol;01/01/18;30356731;4.716;false;true;false;false;2
261;CD9(+) Regulatory B Cells Induce T CellApoptosis via IL-10 and Are Reduced in Severe Asthmatic Patients;Brosseau C, Durand M, Colas L, Durand E, Foureau A, Cheminant MA, Bouchaud G, Castan L, Klein M, Magnan A, Brouard S;Front Immunol;01/01/18;30622536;4.716;false;true;false;false;1
262;Early Identification of Chronic Lung Allograft Dysfunction: The Need of Biomarkers;Tissot A, Danger R, Claustre J, Magnan A, Brouard S;Front Immunol;01/01/19;31379869;4.716;false;true;false;false;2
263;"Highly Variable Sialylation Status of Donor-Specific Antibodies Does
Not Impact Humoral Rejection Outcomes";"Barba T, Harb J, Ducreux S, Koenig A, Mathias V, Rabeyrin M, Pouliquen E,
Sicard A, Chartoire D, Dugast E, Defrance T, Morelon E, Brouard S, Dubois V,
Thaunat O";Front Immunol;01/01/19;30949173;4.716;false;true;false;false;1
264;"CXCR5(+)PD1(+)ICOS(+)
Circulating T Follicular Helpers Are Associated With de novo Donor-Specific
Antibodies After Renal Transplantation";"Danger R, Chesneau M, Delbos F, Le Bot S, Kerleau C, Chenouard A, Ville S,
Degauque N, Conchon S, Cesbron A, Giral M, Brouard S";Front Immunol;01/01/19;31552030;4.716;false;true;false;true;1
265;FB5P-seq: FACS-Based 5-Prime End Single-Cell RNA-seq for Integrative Analysis of  Transcriptome and Antigen Receptor Repertoire in B and T Cells.;Attaf N, Cervera-Marzal I, Dong C, Gil L, Renand A, Spinelli L, Milpied P;Front Immunol;01/01/20;32194545;4.716;false;false;false;false;1
266;"Distribution of Bacterial
?1,3-Galactosyltransferase Genes in the Human Gut Microbiome";"Montassier E, Al-Ghalith GA, Mathé C, Le Bastard Q, Douillard V, Garnier A,
Guimon R, Raimondeau B, Touchefeu Y, Duchalais E, Vince N, Limou S, Gourraud PA, 
Laplaud DA, Nicot AB, Soulillou JP, Berthelot L";Front Immunol;01/01/20;31998300;4.716;false;true;true;true;1
267;Cross-Reactivity of TCR Repertoire:Current Concepts, Challenges, and Implication for Allotransplantation;Degauque N, Brouard S, Soulillou JP;Front Immunol;01/01/16;27047489;4.716;false;true;false;false;2
268;"IL-15 Harnesses Pro-inflammatory Function of TEMRA CD8 in 
Kidney-Transplant Recipients.";"Tilly G, Doan-Ngoc TM, Yap M, Caristan A, Jacquemont L, Danger R, Cadoux M,
Bruneau S, Giral M, Guerif P, Nicol B, Garcia A, Laplaud DA, Brouard S, Pecqueur 
Hellman C, Degauque N";Front Immunol;01/01/17;28713392;4.716;false;true;false;true;1
269;Dysregulated Responsiveness of Circulating Dendritic Cells to Toll-Like Receptorsin ANCA-Associated Vasculitis;Braudeau C, Néel A, Amouriaux K, Martin JC, Rimbert M, Besançon A, Giraudet S,Terrien C, Aliaga M, Salabert-Le Guen N, Hemont C, Hamidou M, Josien R;Front Immunol;01/01/17;28232832;4.716;false;true;false;true;1
270;Pro-inflammatory State in MonoclonalGammopathy of Undetermined Significance and in Multiple Myeloma Is Characterized by Low Sialylation of Pathogen-Specific and Other Monoclonal Immunoglobulins;Bosseboeuf A, Allain-Maillet S, Mennesson N, Tallet A, Rossi C, Garderet L,Caillot D, Moreau P, Piver E, Girodon F, Perreault H, Brouard S, Nicot A,Bigot-Corbel E, Hermouet S, Harb J;Front Immunol;01/01/17;29098000;4.716;false;true;false;false;1
271;Broad Impairment of Natural Killer Cells from Operationally Tolerant KidneyTransplanted Patients;Dugast E, David G, Oger R, Danger R, Judor JP, Gagne K, Chesneau M, DegauqueN, Paul P, Picard C, Guerif P, Conchon S, Giral M, Gervois N, Retière C, Brouard S;Front Immunol;01/01/17;29312288;4.716;false;true;false;false;1
272;Targeting CD8 T-Cell Metabolism in Transplantation;Yap M, Brouard S, Pecqueur C, Degauque N;Front Immunol;01/01/15;26557123;4.716;false;true;false;false;2
273;Involvement of CD8(+) T Cells inMultiple Sclerosis;Salou M, Nicol B, Garcia A, Laplaud DA;Front Immunol;01/01/15;26635816;4.716;false;true;false;false;2
274;Co-Stimulatory Blockade of the CD28/CD80-86/CTLA-4 Balance in Transplantation: Impact on Memory T Cells?;Ville S, Poirier N, Blancho G, Vanhove B;Front Immunol;01/01/15;26322044;4.716;false;true;false;false;2
275;A Potential Role of SalmonellaInfection in the Onset of Inflammatory Bowel Diseases;Schultz BM, Paduro CA, Salazar GA, Salazar-Echegarai FJ, Sebastián VP, Riedel CA, Kalergis AM, Alvarez-Lobos M, Bueno SM;Front Immunol;01/01/17;28293241;4.716;false;false;true;false;1
276;Heme-Oxygenase-1 Expression Contributes to theImmunoregulation Induced by Fasciola hepatica and Promotes Infection;Carasi P, Rodríguez E, da Costa V, Frigerio S, Brossard N, Noya V, Robello C,Anegon I, Freire T;Front Immunol;01/01/17;28798750;4.716;false;false;true;false;1
277;A Herpes Simplex VirusType 2 Deleted for Glycoprotein D Enables Dendritic Cells to Activate CD4(+) and CD8(+) T Cells;Retamal-Díaz AR, Kalergis AM, Bueno SM, González PA;Front Immunol;01/01/17;28848543;4.716;false;false;true;false;1
278;CD28 Blockade Ex Vivo Induces Alloantigen-Specific Immune Tolerance but Preserves T-Cell Pathogen Reactivity;Dillinger B, Ahmadi-Erber S, Soukup K, Halfmann A, Schrom S, Vanhove B,Steinberger P, Geyeregger R, Ladisch S, Dohnal AM;Front Immunol;01/01/17;28979262;4.716;false;false;true;false;1
279;Ex Vivo Expanded Human Non-Cytotoxic CD8(+)CD45RC(low/-) Tregs Efficiently Delay Skin Graft Rejection and GVHD in Humanized Mice;Bézie S, Meistermann D, Boucault L, Kilens S, Zoppi J, Autrusseau E, DonnartA, Nerrière-Daguin V, Bellier-Waast F, Charpentier E, Duteille F, David L, AnegonI, Guillonneau C;Front Immunol;01/01/17;29445370;4.716;false;true;false;true;1
280;Minimum Information aboutT Regulatory Cells: A Step toward Reproducibility and Standardization;Fuchs A, Gliwi?ski M, Grageda N, Spiering R, Abbas AK, Appel S, Bacchetta R,Battaglia M, Berglund D, Blazar B, Bluestone JA, Bornhäuser M, Ten Brinke A,Brusko TM, Cools N, Cuturi MC, Geissler E, Giannoukakis N, Go?ab K, Hafler DA,van Ham SM, Hester J, Hippen K, Di Ianni M, Ilic N, Isaacs J, Issa F,Iwaszkiewicz-Grze? D, Jaeckel E, Joosten I, Klatzmann D, Koenen H, van Kooten C, Korsgren O, Kretschmer K, Levings M, Marek-Trzonkowska NM, Martinez-Llordella M, Miljkovic D, Mills KHG, Miranda JP, Piccirillo CA, Putnam AL, Ritter T, RoncaroloMG, Sakaguchi S, Sánchez-Ramón S, Sawitzki B, Sofronic-Milosavljevic L, Sykes M, Tang Q, Vives-Pi M, Waldmann H, Witkowski P, Wood KJ, Gregori S, Hilkens CMU,Lombardi G, Lord P, Martinez-Caceres EM, Trzonkowski P;Front Immunol;01/01/18;29379498;4.716;false;false;true;false;1
281;C-Type Lectin-Like Receptors As Emerging Orchestrators of Sterile Inflammation Represent Potential Therapeutic Targets;Chiffoleau E;Front Immunol;01/01/18;29497419;4.716;false;true;false;false;2
282;Tolerogenic Dendritic Cells in Solid OrganTransplantation: Where Do We Stand?;Marín E, Cuturi MC, Moreau A;Front Immunol;01/01/18;29520275;4.716;false;true;false;false;2
283;CD28 Costimulation of T Helper 1 Cells Enhances Cytokine Release In Vivo;Langenhorst D, Haack S, Göb S, Uri A, Lühder F, Vanhove B, Hünig T, Beyersdorf N;Front Immunol;01/01/18;29868020;4.716;false;false;true;false;1
