id_activity;year;id_type_com;id_choice_meeting;titleoral_com_poster;authors;meeting_name;date;location
195;2019;2;1;Single cell analysis of auto-reactive CD4 T cells reveals an atypical B helper signature in autoimmune hepatitis;Jérémy Morille, Flora Lejeune, Mélanie Chesneau, Alexandra Garcia, Laureline Berthelot, Arnaud Nicot, Sophie Brouard, David-Axel Laplaud, Laure Michel.;FOCIS 2019;June 18-21, 2019;Boston, USA
196;2019;2;2;Metabolic pathways regulate the migration of TEMRA CD8 to inflammatory site;Tra-My Doan-Ngoc, Gaëlle Tilly, Sarah Bruneau, Alexandre Glemain, Sophie Brouard, Claire Pecqueur and Nicolas Degauque.;FOCIS 2019;June 18-21, 2019;Boston, USA
197;2019;2;1;Early expansion of TEMRA CD8 with innate-like function identifies kidney transplant recipients at high-risk of graft failure;Lola Jacquemont, Gaëlle Tilly, Michelle Yap, Tra-My Doan Ngoc, Richard Danger, Pierrick Guérif, Florent Delbos, Bernard Martinet, Magali Giral, Yohann Foucher, Sophie Brouard, and Nicolas Degauque.;FOCIS 2019;June 18-21, 2019;Boston, USA
198;2019;2;1;Targeting the IL-7R? as a potential therapeutic approach for allergic asthma;Hoa Le Mai, Thi Van Ha Nguyen, Grégory Bouchaud, Kelly Henrio, Marie-Aude Cheminant, Antoine Magnan, Sophie Brouard.;FOCIS 2019;June 18-21, 2019;Boston, USA
199;2019;2;2;Interleukin-7 receptor blockade by a human anti-CD127 monoclonal antibody in non-human primate kidney transplantation;Hoa Le Mai, Thi Van Ha Nguyen, Julien Branchereau, Nicolas Poirier, Karine Renaudin, Caroline Mary, Lyssia Belarif, David Minault, Jeremy Hervouet, Stéphanie Le Bas-Berdardet, Jean-Paul Soulillou, Bernard Vanhove, Gilles Blancho, Sophie Brouard.;FOCIS 2019;June 18-21, 2019;Boston, USA
200;2019;2;2;Identification of a common transcriptional signature for regulatory B cells in Humans and Mice;Florian Dubois, Sophie Limou, Mélanie Chesneau, Sophie Brouard, Richard Danger.;FOCIS 2019;June 18-21, 2019;Boston, USA
201;2019;2;1;CD9+ Regulatory B lymphocytes Induce T Cell Apoptosis via IL-10 and are Reduced in Severe Asthmatic Patients;Carole Brosseau, Maxim Durand, Luc Colas, Eugenie Durand, Aurore Foureau, Gregory Bouchaud, Antoine Magnan and Sophie Brouard.;FOCIS 2019;June 18-21, 2019;Boston, USA
202;2019;2;2;Association between cytotoxic T cells CD8+CD28- in peripheral blood and histological diagnosis of renal transplant biopsy;Sabine Le Bot, Sophie Brouard, Magali Giral, Karine Renaudin, Thomas Goronflot, Florent Delbos and Marie Rimbert.;FOCIS 2019;June 18-21, 2019;Boston, USA
203;2019;2;2;Time-dependent lymphocyte count after transplantation is associated with higher risk of graft failure and death;Amaury Dujardin, Marine Lorent, Christophe Legendre, Alexandre Loupy, Clarisse Kerleau, Sophie Brouard and Magali Giral.;FOCIS 2019;June 18-21, 2019;Boston, USA
204;2019;2;1;Granzyme B secreting B cell as a potential cell therapeupic target;Melanie Chesneau, Richard Danger, Sabine Le Bot, Magali Giral, Beatrice Charreau, Michel Cogne, Nicolas Degauque and Sophie Brouard.;FOCIS 2019;June 18-21, 2019;Boston, USA
205;2019;2;2;Regulatory B cell generation from human Induced Pluripotent Stem Cells with a repressible granzyme B expression;Florian Dubois, Anne Gaignerie, Léa Flippe, Jean-Marie Heslan, Laurent Tesson, Mélanie Chesneau, Fabienne Haspot, Sophie Conchon, Laurent David, Sophie Brouard.;FOCIS 2019;June 18-21, 2019;Boston, USA
206;2019;2;1;Blood CD9+ B Cell, a Biomarker of Brochiolitis Obliterens Syndrome After Lung Transplantation;Carole Brosseau, Richard Danger, Maxim Durand, Eugenie Durand, Aurore Foureau, Antoine Magnan and Sophie Brouard;FOCIS 2019;June 18-21, 2019;Boston, USA
207;2019;2;2;Unique and Specific Proteobacteria Diversity in Urinary Microbiota of Tolerant Kidney Transplanted Recipients;Luc Colas, Emmanuel Mongodin, Emmanuel Montassier, Melanie Chesneau, Pierrick Guerrif, Lauren Hittle, Magali Giral, Jonathan Bromberg and Sophie Brouard.;FOCIS 2019;June 18-21, 2019;Boston, USA
208;2019;2;2;High-Dimensional Profiling of Single Memory CD8+T cells Reveals a Specific Pattern in Multiple Sclerosis Patients.;E. Dugast, I. Vogel, A. Renand, A. Garcia, B. Nicol, J. Morille, M. Jacq-Foucher, N. Jousset, F. Le Frère, S. Wiertlewski, A. Nicot, L. Michel, L. Berthelot, P.-A. Gourraud, S. Nataf, K. Tarte, D.-A. Laplaud;FOCIS 2019;June 18-21, 2019;Boston, USA
209;2019;2;2;Early CXCR5+PD1+ICOS+ Circulating T Follicular Helpers Are Associated With de novo Donor-Specific anti-HLA Antibodies After Renal Transplantation;Danger Richard, Chesneau Mélanie, Delbos Florent, Lebot Sabine, Kerleau Clarisse, Chenouard Alexis, Ville Simon, Degauque Nicolas, Conchon Sophie, Cesbron Anne, Giral Magali, Brouard, Sophie.;FOCIS 2019;June 18-21, 2019;Boston, USA
210;2015;1;1;Etude des déterminants de santé associés à l’évolution de la créatininémie et / ou du risque d’échec de greffe chez des patients transplantés rénaux : une approche par modélisation conjointe;Fournier M.C., Foucher Y., Giral M., Dantan E.;GDR Statistique & Santé;June 12, 2015;Paris, France
211;2017;2;2;Transcript analysis of laser-microdissected white matter reactive astrocytes during chronic experimental autoimmune encephalomyelitis treated with laquinimod;Arnaud B. Nicot, Justine Rambeau, Alexandra Garcia, David A. Laplaud, Joel Kaye.;Glia meeting;July 8-11, 2017;Edinburgh, Scotland
212;2018;1;1;Molecular analysis of memory CD8+T cells at the single-cell level reveals a specific pattern in multiple sclerosis patients;E. Dugast, I. Vogel, A. Garcia, B. Nicol, J. Morille, M. Jacq-Foucher, N. Jousset, F. Le Frère, S. Wiertlewski, A. Nicot, L. Michel, L. Berthelot, P.-A. Gourraud, S. Nataf, K. Tarte, D.-A. Laplaud.;IGO Meeting;17/04/2018;Nantes, France
213;2016;2;1;What did we learn from the COLT/SysCLAD study?;Tissot A., COLT Consortium;International Congress on Lung Transplantation, 2016;September 15-16, 2016;
214;2018;2;1;CD9+ Regulatory B lymphocytes induce effector T cell apoptosis.;Carole Brosseau, M. Durand, E. Durand, J. Loy, A. Foureau, RDanger, A. Tissot, P. Lacoste, P.J. Royer, A. Magnan & S. Brouard.;International Congress on Lung Transplantation, 2018;September 13-14, 2018;
215;2018;2;1;Results from COLT.;A. Tissot, COLT Consortium.;International Congress on Lung Transplantation, 2018;September 13-14, 2018;
216;2018;2;2;Quantitative and qualitative lymphocyte alterations in patients with autoimmune hepatitis: what is the clinical relevance?;Renand A, Habes S, Mosnier JF, Judor JP, Auble H, Archambeaud I, Gournay J, Brouard S, Conchon S.;International Liver Congress-EASL;April 2018;Paris, France
217;2015;2;1;Expression of gene transcripts involved in steroid metabolism from laser-capture mouse white matter astrocytes.;Nicot AB, Guillot F, Garcia A, Salou M, Brouard S, Laplaud DA.;International Meeting Steroids and the Nervous System;Feb 2015;Turino, Italie
218;2017;1;2;Phenotype exhaustif des lymphocytes du sang périphérique des patients atteint d’hépatite auto-immune.;Renand A, Judor J-P, Aublé H, Archambaud I, Mosnier J-F, Gournay J, Brouard S, Conchon S;JFHOD;March 2017;Paris, France
219;2018;1;2;La fibrose sévère dans l'hépatite auto-immune est associée à une activité accrue des cellules MAIT;Renand A, Habes S, Mosnier JF, Auble H, Judor JP, Archambeaud I, Metairie S, Brouard S, Gournay J, Conchon S.;JFHOD;March 2018;Paris, France
220;2019;1;2;Identification of a common transcriptional signature for regulatory B cells in Humans and Mice;Florian Dubois, Sophie Limou, Mélanie Chesneau, Sophie Brouard, Richard Danger;JOBIM;June 2019;Nantes, France
221;2015;2;2;Increased IgM and IgG anti-Neu5Gc antibodies in infectious mononucleosis : link with multiple sclerosis (MS).;Le Berre L, Salama A, Evanno G, Rousse J, Semana G, Laplaud DA, Nicot A, Imbert M, Drouet E, Soulillou JP.;Joint meeting 2015, IPITA-IXA-CTS;Nov 15-19 2015;Melbourne, Australia
222;2015;1;2;TLDA-based mRNA profiling of laser capture microdissected spinal cord white matter astrocytes reveals high estrogen/phenol sulfotransferase expression during neuroinflammation;Guillot F, Garcia A, Salou M, Brouard S, Laplaud D, Nicot AB.;Joint Meeting of French and British Neuroendocrine societies;Sept 23-25, 2015;Lille, France
223;2018;1;2;Altération de la fonction des lymphocytes T régulateurs CD8+CD45RCint/neg dans la Sclérose en Plaques.;Nail Benallegue, Bryan Nicol, Séverine Bezie, Nadege Vimont, Léa Flippe, Hadrien Regue, David-Axel Laplaud, Carole Guillonneau.;Journées Scientifiques de l’Ecole de l’Inserm Liliane Bettencourt;September 7th-9th 2018;Paris, France
224;2018;2;2;SULT1A1, a sulfotransferase expressed by reactive astrocytes, exhibits unexpected high predicted binding energy for sex steroids;Yovil Yochev, Camille Mathé, Jean Harb, Céline Labbé, Alexandra Garcia, David A Laplaud, Maria A Miteva, Arnaud B Nicot.;Journées thématiques de la Société de Neuroendocrinologie;20-21 septembre 2018;Paris, France
225;2019;2;2;SIPRa blockade reinvigorates myeloid cells in the tumor microenvironment and reverses T-cell exclusion.;Gauttier V, Durand J, Pengam S, Biteau K, Néel M, Conchon S, Costantini D, Vanhove B, Poirier N.;Keystone Symposium on Myeloid cells;Feb 2019;Santa Fe, NM, USA.
226;2018;1;2;B cell differentiation is defective in Multiple Sclerosis patients;Jérémy Morille, Flora Lejeune, Mélanie Chesneau, Alexandra Garcia, Laureline Berthelot, Arnaud Nicot, Sophie Brouard, David-Axel Laplaud, Laure Michel.;Labex Igo 2018;April 17st-18st 2018;Nantes, France
227;2019;1;1;Etude de la TG2 dans la dysfunction chronique du greffon pulmonaire.;Adrien Tissot, Morgane Penhouet, Eugénie Durand, Aurore Foureau, Grégory Bouchaud, Antoine Magnan, Sophie Brouard, Laureline Berthelot.;Lungstorming 2019;May 2019;Juan-les-Pins, France
228;2015;1;2;Naive and antigen-experienced CD8 T cells from kidney transplant recipients rely on glycolysis, mitochondrial respiration, and glutaminolysis to sustain their effector functions;Yap M., Tilly G., Giral M., Laplaud D-A, Brouard S, Pecqueur C and Degauque N.;NAT 2015;June 11-12, 2015;Nantes, France
229;2018;1;1;B cell differentiation is defective in Multiple Sclerosis patients;Jérémy Morille, Flora Lejeune, Mélanie Chesneau, Alexandra Garcia, Laureline Berthelot, Arnaud Nicot, Sophie Brouard, David-Axel Laplaud, Laure Michel.;NAT 2018;May 31st June 1st 2018;Nantes, France
230;2017;2;2;Transcript signature of immuno-guided laser-microdissected white matter astrocytes in chronic autoimmune neuroinflammation.;Nicot AB, Rambeau J, Garcia A, Laplaud DA.;Neurofrance meeting;May 17-19, 2017;Bordeaux, France
231;2017;1;1;KIR4.1 et neuroinflammation autoimmune : mythe ou réalité;A.  Nicot;Rencontres scientifiques franco-suisse;1er Déc 2017;Nantes, France
232;2015;2;1;Autoreactivité Kir4.1: Implication pathologique et immunologique dans la SEP.;A.  Nicot;Rencontres scientifiques franco-suisse 2015;Octobre 1-2, 2015;Lausanne, Suisse
233;2017;1;1;Dual targeting of adaptive and innate immune checkpoints induces strong tumor microenvironment modification and potent memory anti-tumor responses.;Gauttier V, Pengam S, Morello A, Trilleaud C, Conchon S, Vanhove B, Poirier N.;SFI 2017;November 7 – 9, 2017;Reims, France
234;2019;1;2;Direct and indirect targeting of IL-15-induced functional PSGL1 efficiently control the enhanced migratory properties of TEMRA CD8 from kidney transplant recipient;Tra-My Doan-Ngoc, Gaëlle Tilly, Sarah Bruneau, Alexandre Glemain, Magali Giral, Sophie Brouard, Claire Pecqueur and Nicolas Degauque.;SFI 2019;November 12-14;Nantes, France
235;2019;1;2;Early expansion of TEMRA CD8 with innate-like function identifies kidney transplant recipients at high-risk of graft failure;Lola Jacquemont, Gaëlle Tilly, Michelle Yap, Tra-My Doan Ngoc, Richard Danger, Pierrick Guérif, Florent Delbos, Bernard Martinet, Magali Giral, Yohann Foucher, Sophie Brouard, and Nicolas Degauque.;SFI 2019;November 12-14;Nantes, France
236;2019;1;2;Impact of inflammation during antigen expression in the mouse liver on the specific CD4+ T cell and antibody responses;Anaïs Cardon, Jean-Paul Judor, Arnaud Nicot, Amédée Renand and Sophie Conchon;SFI 2019;November 12-14;Nantes, France
237;2019;1;2;Primary immune cell tracking with a new generation of multimodal far-red emitting polymer probe;Malo Daniel, Laurence Dubreil, Romain Fleurisson, Jean-Paul Judor, Sophie Brouard, Arnaud Favier, Marie-Thérèse Charreyre, Sophie Conchon.;SFI 2019;November 12-14;Nantes, France
238;2019;1;2;Phenotypic features of HLA-E-restricted CD8+ TEMRA induced by HCMV infection;Amélie Rousselière, Nicolas Jouand, Audrey Rodallec, Céline Bressollette, Béatrice Charreau;SFI 2019;November 12-14;Nantes, France
239;2019;1;2;Unique and Specific Proteobacteria Diversity in Urinary Microbiota of Tolerant Kidney Transplanted Recipients;Luc Colas, Emmanuel Mongodin, Emmanuel Montassier, Melanie Chesneau, Pierrick Guerrif, Lauren Hittle, Magali Giral, Jonathan Bromberg and Sophie Brouard.;SFI 2019;November 12-14;Nantes, France
240;2019;1;1;Identification of a common transcriptional pattern for regulatory B cells through meta-analysis;Florian Dubois, Sophie Limou, Mélanie Chesneau, Sophie Brouard, Richard Danger.;SFI 2019;November 12-14;Nantes, France
241;2019;1;2;Regulatory B cell generation from human Induced Pluripotent Stem Cells with a repressible granzyme B expression;Florian Dubois, Anne Gaignerie, Lea Flippe, Jean-Marie Heslan, Laurent Tesson, Melanie Chesneau, Fabienne Haspot, Sophie Conchon, Laurent David, Sophie Brouard;SFI 2019;November 12-14;Nantes, France
242;2016;2;1;Score composite de la tolérance opérationnelle en transplantation rénale;Danger R, Chesneau M, Paul C, Guérif P, Durand M, Newell KA, Kanaparthi S, Turka L A, Soulillou J-P, Houlgatte R, Giral M, Ramstein G & Brouard S;SFT 2016;Dec 2016;Liege, Belgique
243;2016;2;2;Dysfonction des cellules NK chez les patients transplantés rénaux tolérants.;Dugast E., David G., Oger R., Gagne K., Guerif P., Danger R., Judor JP., Chesneau M., Conchon S., Giral M., Gervois N., Retiere C., Brouard S.;SFT 2016;6-9 Dec 2016;Liege, Belgique
244;2016;2;1;Les patients tolérant un greffe rénale possèdent des LB GzmB+ avec une fonction régulatrice et pouvant être expandus in vitro;M. Chesneau, S. Le Bot, A. Chenouard, R. Danger, P. Guerif, M. Giral, S. Brouard.;SFT 2016;Dec 6-9 2016;Liege, Belgique
245;2016;2;1;Profil lymphocytaire T régulateur : possible biomarqueur prédictif du développement de Bronchiolite Oblitérante après transplantation pulmonaire chez l’Homme.;M.Durand, P.Lacoste, C.Brosseau, E.Durand, J.Loy, P.J.Royer, A.Magnan, S.Brouard & COLT Consortium.;SFT 2016;Dec 6-9 2016;Liege, Belgique
246;2015;1;2;Laser Capture Microdissection of white matter astrocytes to assess their reactive profile during autoimmune neuroinflammation.;Guillot F, Garcia A, Salou M, Brouard S, Laplaud D, Nicot AB;The 12th Meeting of the French Neuroscience Society;May 19-22, 2015;Montpellier France
247;2018;2;1;Inclusion of CD8 monitoring improves the prognostic capacities of the kidney transplant failure score;Lola Jacquemont, Michelle Yap, Gaëlle Tilly, Pierrick Guerif, Magali Giral, Sophie Brouard, Yohann Foucher and Nicolas Degauque.;TTS 2018;June 30 July 5, 2018;Madrid, Spain
248;2018;2;1;TEMRA CD8 T cells from human kidney transplant recipients exhibit potent anti-donor reactivity and induce GVHD in humanized mouse model;Lola Jacquemont, Gaëlle Tilly, Virginie Huchet, Pierrick Guerif, Magali Giral, Sophie Brouard, Fabienne Haspot and Nicolas Degauque.;TTS 2018;June 30 July 5, 2018;Madrid, Spain
249;2015;2;1;Comparison of graft and patient survival according to the transplantation centre policy for 1-year screening biopsy among stable kidney recipients: a propensity score-based study;Couvrat-Desvergnes G, Foucher Y, Le Borgne F, Dion A, Mourad G, Garrigue V, Legendre C, Rostaing L, Kamar N, Kessler M, Ladrière M, Morelon E, Buron F, Giral M, Dantan E.;WTC 2016;August 18-23, 2016;Hong Kong, China
250;2015;2;1;The 1-year Renal Biopsy Index : a clinical marker to recommend one year surveillance biopsy after a kidney transplantation;Giral M, Renaudin K, Naesens M, Luning R, Anglicheau D, Morelon E, Huneau A, Paul C, Brouard S, Couvrat-Desvergnes G, Foucher Y, Dantan E.;WTC 2016;August 18-23, 2016;Hong Kong, China
251;2015;2;2;Increased transcripts evidenced in laser-capture microdissected white matter astrocytes during experimental autoimmune encephalomyelitis.;Guillot F, Garcia A, Salou M, Brouard S, Laplaud D, Nicot AB;XII European meeting on glial cells in health and disease;July 15-18, 2015;Bilbao, Spain
252;2016;2;2;Value of Biological Markers for Kidney Involvement and Outcome in Henoch Schonlein Purpura Nephritis: A Prospective Cohort Study.;Berthelot L, Ayari H, Jamin A, Chemouny J, Housset P, Sauvaget V, Hurtado-Nedelec M, Viglietti D, Monteiro RC, Pillebout E.;;November 15-20, 2016;Chicago, USA
253;2019;1;1;Évaluation de l’impact du débit de perfusion de la circulation régionale normothermique pour le pancréas dans le cadre du DDAC Maastricht 3.;T. Prudhomme;AFU congress;20-23/11/19;PARIS
254;2019;1;1;Modèle porcin expérimental d’allotransplantation pancréatique après perfusion pulsatile hypothermique.;T. Prudhomme;AFU congress;20-23/11/19;PARIS
255;2019;1;1;Perfusion pulsatile hypothermique ex-vivo de pancréas de primate non humain : étude de faisabilité.;T. Prudhomme;AFU congress;20-23/11/19;PARIS
256;2019;1;1;Transplantation rénale de donneur vivant : comparaison des organisations chirurgicales séquentielles et simultanées.;T. Prudhomme;AFU congress;20-23/11/19;PARIS
257;2019;2;1;Ex-situ hypothermic perfusion of non-human primate pancreas: a feasibility study.;T. Prudhomme;ESOT Congress;15-18/09/19;Copenhague
258;2019;2;1;Living-donor kidney transplantation: comparison of sequential and simultaneous surgical organizations.;T. Prudhomme;ESOT Congress;15-18/09/19;Copenhague
259;2019;2;1;MHC CLASS I MASKING AS A PRECONDITIONING STRATEGY TO MINIMIZE THE DELETERIOUS EFFECTS OF DONOR SPECIFIC ANTIBODIES TO THE KIDNEY TRANSPLANT.;D. Kervella;ESOT Congress;15-18/09/19;Copenhague
260;2019;2;1;"RESVERATROL EXERTS CYTOPROTECTIVE EFFECTS THAT REDUCE DONOR SPECIFIC
ANTIBODIES CYTOTOXICITY ON ENDOTHELIAL CELLS.";D. Kervella;ESOT Congress;15-18/09/19;Copenhague
261;2019;2;1;Ex-situ hypothermic perfusion of non-human primate pancreas: a feasibility study.;T. Prudhomme;IPITA Congress;2-5/07/2019;Lyon
262;2019;2;2;MHC class I masking as a preconditionning strategy to minimize the deleterious effect of donor specific antibodies to the kidney transplant.;D. Kervella;SFI congress;12-14/11/19;Nantes
263;2019;2;2;Resveratrol exerts cytoprotective effects that reduce donor specific antibodies cytotoxicity on endothelial cells.;D. Kervella;SFI congress;12-14/11/19;Nantes
264;2019;2;1;Evaluation of the role of CD28H on human NK cells;P. DUPLOUYE;SFI congress;12-14/11/19;Nantes
265;2019;2;2;MHC class I masking as a preconditionning strategy to minimize the deleterious effect of donor specific antibodies to the kidney transplant.;D. Kervella;SFT Congress;4-6/12/19;Bordaux
266;2019;2;2;Resveratrol exerts cytoprotective effects that reduce donor specific antibodies cytotoxicity on endothelial cells.;D. Kervella;SFT Congress;4-6/12/19;Bordaux
267;2015;2;1;Genome editing: a new antiviral strategy against HCMV.;J. Gergen;TRIP meeting;2-3/7/15;Nantes
268;2015;1;1;A new antiviral strategy against HCMV using genome editing tools;J. Gergen;Doctorial;10-11/12/15;Nantes
269;2016;2;1;The CRISPR/Cas9 system as an anti-viral treatment to prevent primary infection by HCMV positive hematopoietic stem cells;J. Gergen;ASGCT 19th Annual Meeting;3-7/05/16;Washington
270;2016;2;2;The CRISPR/Cas9 system as an anti-viral treatment to prevent primary infection by HCMV positive hematopoietic stem cells;J. Gergen;FOCIS;22-25/06/16;Boston
271;2016;2;2;INHIBITION OF HUMAN CYTOMEGALOVIRUS REPLICATION BY THE CRIPSR/CAS9 SYSTEM;J. Gergen;6th European congress of Virology;19-22/10/16;Hamburg
272;2017;2;1;Neutrophils induce endothelial cell injury through the release of extracellular vesicles containing miRNA in ANCA-associated renal vasculitis;A. Glémain;ASN Kidney Week;31/10/2017 - 05/11/2017;New Orleans
273;2018;2;2;Micro-RNAs are major players of neutrophil-endothelium crosstalks in ANCA-associated vasculitis;A. Glémain;International Vascular Biology Meeting;3-7/06/2018;Helsinky
274;2015;2;1;Selective CD28 Costimulation blockade;S VILLE;American Transplant Congress (ATC);sept.-15;Philadelphia
275;2015;2;1;Selective CD28 Costimulation blockade;S VILLE;ESOT Congress;mai-15;Bruxelles
276;2019;2;1;Effect of the clamping and declamping time on kidney transplant outcome;S VILLE;ESOT Congress;sept.-19;Copenhague
277;2019;1;1;Effet de l'hydrochlorothiazide sur les cancers cutanés dans une population de transplantés,;S VILLE;SFT Congress;déc.-19;Bordeaux
278;2017;2;2;A multivariate model to predict post-donation kidney function and outcomes in living kidney donors.;Limou S, Jacquemont L, Gardan E, Hanf M, Nusinovici S, Hourmant M;ASN 2017;Oct 31 - Nov 5, 2017;New Orleans, LA, USA
279;2017;2;2;APOL1 nephropathy risk variants and incident cardiovascular disease events in community-dwelling Black adults;Gutiérrez OM, Limou S, Lin F, Peralta CA, Kramer HJ, Carr JJ, Bibbins-Domingo K, Winkler CA, Lewis CE, Kopp JB;ASN 2017;Oct 31 - Nov 5, 2017;New Orleans, LA, USA
280;2018;2;2;Facteurs prédictifs de l’évolution de la fonction rénale dans une cohorte de patients initiant leur premier traitement antirétroviral au Burkina Faso.;Kabore NF, Cournil A, Poda A, Limou S, Zoungrana J, Ouedraogo AS, Sere H, Yameogo I, Ciaffi L, Meda N, Delaporte E, Sawadogo AB.;AFRAVIH 2018;April 4-7;Bordeaux, France
281;2019;2;2;Identification of a common transcriptional signature for regulatory B cells in Humans and Mice.;Dubois F, Limou S, Chesneau M, Brouard S, Danger R.;FOCIS 2019;June 18-21;Boston MA, USA
282;2019;2;2;Statistical inference of immunogenetic parameters reveals the HLA-DRB1*11:01 allele associated with pediatric focal segmental glomerulosclerosis;Durand A, Winkler CA, Vince N, Douillard V, Geffard E, Ng DK, Gourraud PA, Warady B, Furth S, Kopp JB, Kaskel FJ, Limou S.;IPNA 2019;Oct. 17-21;Venice, Italy
283;2020;2;2;IMPACT OF PARATHYROIDECTOMY IN TERTIARY HYPERPARATHYROIDISM ON KIDNEY TRANSPLANT FUNCTION: A STUDY ON 31 PATIENTS;"Frey, S.; Goronflot, T.; Blanchard, C.; Kerleau, C.; Gourraud, P. A.; Wargny, M.; Caillard, C.; Hourmant, M.; Figueres, L.; Mirallie, E.";9th Biennial Congress of the European-Society-of-Endocrine-Surgeons (ESES);MAY 28-30, 2020;Athens, GREECE
284;2020;2;1;POLYGENIC RISK SCORES IN MULTIPLE SCLEROSIS: UNDERSTANDING THE CHALLENGES OF THE POST-GWAS ERA FOR COMPLEX DISEASES;"Boulard, Chloe; Regue, Hadrien; Limou, Sophie; Laplaud, David A.; Gourraud, Pierre-Antoine; Vince, Nicolas";34th European Immunogenetics and Histocompatibility Conference;Apr 22-25, 2020;Glasgow, Scotland
285;2020;2;1;DEVELOPMENT OF A COMPLETE HLA ASSOCIATION ANALYSIS PIPELINE: HLA-FUNCTIONAL IMMUNOGENOMIC EXPLORATION (HLAFIX);"Geffard, Estelle; Ianniello, Ayan; Limou, Sophie; Gourraud, Pierre-Antoine; Vince, Nicolas";34th European Immunogenetics and Histocompatibility Conference;Apr 22-25, 2020;Glasgow, Scotland
286;2020;2;1;SAILING TOWARDS THE NEW HORIZON OF IMMUNOGENOMICS ALONG WITH THE SHLARC (SNP-HLA REFERENCE CONSORTIUM);"Douillard, Venceslas; Limou, Sophie; Gourraud, Pierre-Antoine; Vince, Nicolas";34th European Immunogenetics and Histocompatibility Conference;Apr 22-25, 2020;Glasgow, Scotland
287;2020;2;2;VALIDation of the IBD-Disk instrument for assessing disability in inflammatory bowel diseases in a population-based cohort: The VALIDate study;"Le Berre, C.; Bourreille, A.; Flamant, M.; Bouguen, G.; Siproudhis, L.; Dewitte, M.; Dib, N.; Cesbron-Metivier, E.; Goronflot, T.; Gourraud, P. A.; Kerdreux, E.; Poinas, A.; Trang-Poisson, C.";34th European Immunogenetics and Histocompatibility Conference;Apr 22-25, 2020;Glasgow, Scotland
288;2019;2;2;A natural language algorithm identifies multiple sclerosis relapses, MRI new T2 lesions, and existing GAD enhancing lesions from clinical notes and Radiology MRI notes with high sensitivity;"Krishnakumar, T.; Chen, C.; Damotte, V.; Schleimer, E.; Santaniello, A.; Gelfand, J.; Lizee, A.; Gourraud, P. A.; Hollenbach, J.; Bove, R.";35th Congress of the European-Committee-for-Treatment-and-Research-in-Multiple-Sclerosis (ECTRIMS) / 24th Annual Conference of Rehabilitation in MS;SEP 11-13, 2019;Stockholm, SWEDEN
289;2019;2;1;NAVIGATING THE TREACHEROUS WATERS OF HLA IMPUTATION WITH THE SHLARC (SNPHLA REFERENCE CONSORTIUM);"Vince, Nicolas; Douillard, Venceslas; Limou, Sophie; Gourraud, Pierre-Antoine";European-Federation-for-Immunogenetics Conference;2019;Lisboa, PORTUGAL
290;2019;2;1;THE SIRP GENE FAMILY: WIDESPREAD CONSERVATION IN ANIMALS, HAPLOTYPIC POLYMORPHISMS IN HUMANS AND ITS THERAPEUTIC CONSEQUENCES FOR MONOCLONAL ANTIBODY REACTIVITY;"Guimon, Remi; Haspot, Fabienne; Poirier, Nicolas; Blancho, Gilles; Limou, Sophie; Gourraud, Pierre-Antoine; Vince, Nicolas";European-Federation-for-Immunogenetics Conference;2019;Lisboa, PORTUGAL
291;2019;2;1;BURROWING FUNCTIONAL AND IMMUNOGENETIC INFORMATION THROUGH THE 1000 GENOMES PROJECT WITH FERRET V3.0;"Ba, Rokhaya; Vince, Nicolas; Geffard, Estelle; Malguid, Dorian; Lanza, Marie; Gourraud, Pierre-Antoine; Limou, Sophie";European-Federation-for-Immunogenetics Conference;2019;Lisboa, PORTUGAL
292;2019;2;1;HLA EPLET IN EASY-HLA: PREDICTION AND COMPATIBILITY LEVEL ASSESSMENT AVAILABLE IN A COMPLETE WEBTOOL SUITE;"Geffard, Estelle; Boussamet, Leo; Walencik, Alexandre; Limou, Sophie; Vince, Nicolas; Gourraud, Pierre-Antoine";European-Federation-for-Immunogenetics Conference;2019;Lisboa, PORTUGAL
293;2019;2;1;DE-CENTRALIZED DATABASE: NEW CHALLENGES TO DESIGN INNOVATIVE CONTEXTUALIZATION ALGORITHMS;"Geffard, Estelle; Ba, Rokhaya; Limou, Sophie; Brouard, Sophie; Loupy, Alexandre; Vince, Nicolas; Gourraud, Pierre-Antoine";European-Federation-for-Immunogenetics Conference;2019;Lisboa, PORTUGAL
294;2019;2;1;STATISTICAL INFERENCE OF IMMUNOGENETIC PARAMETERS REVEALS AN HLA ALLELE ASSOCIATED WITH PEDIATRIC FOCAL SEGMENTAL GLOMERULOSCLEROSIS;"Durand, Axelle; Winkler, Cheryl A.; Vince, Nicolas; Douillard, Venceslas; Geffard, Estelle; Ng, Derek K.; Gourraud, Pierre-Antoine; Warady, Bradley; Furth, Susan; Kopp, Jeffrey B.; Kaskel, Frederick J.; Limou, Sophie";European-Federation-for-Immunogenetics Conference;2019;Lisboa, PORTUGAL
295;2019;2;1;PIONEER DATA-DRIVEN METHODS GENERATING SYNTHETIC DATA: THE HLA AVATARS ARE SHIFTING PARADIGMS IN DATA SHARING;"Geffard, Estelle; Goronflot, Thomas; Limou, Sophie; Vince, Nicolas; Wargny, Matthieu; Gourraud, Pierre-Antoine";European-Federation-for-Immunogenetics Conference;2019;Lisboa, PORTUGAL
